,CT,ME,NEMA,NH,RI,SEMA,VT,WCMA
8120,3442.40,1153.20,3040.80,1406.40,992.30,1641.70,628.50,2016.90
8121,3551.10,1123.90,3057.90,1427.40,1043.90,1657.30,614.90,2042.50
8122,3569.90,1100.80,3065.10,1444.00,1074.60,1671.40,594.90,2063.50
8123,3538.00,1106.60,3075.00,1443.80,1081.10,1673.50,595.20,2051.80
8124,3502.40,1144.50,3070.40,1433.40,1077.30,1665.70,595.20,2044.10
8125,3463.90,1125.10,3088.60,1427.20,1066.80,1656.60,592.90,2028.80
8126,3483.40,1126.80,3088.70,1418.10,1041.90,1649.90,602.90,2044.10
8127,3462.90,1164.90,3069.60,1434.00,1025.60,1672.40,617.90,2042.80
8128,3732.10,1198.30,3423.50,1511.40,1141.20,1863.60,666.90,2217.90
8129,3948.80,1277.60,3555.80,1584.80,1158.60,1955.00,692.60,2301.20
8130,3920.90,1267.80,3488.50,1548.80,1088.60,1888.50,682.30,2218.10
8131,3722.60,1223.50,3295.50,1529.20,1057.00,1837.80,639.30,2163.60
8132,3553.10,1110.20,3042.70,1443.80,1010.80,1725.30,597.40,2041.30
8133,3291.50,815.10,2773.80,1317.60,931.20,1583.50,524.40,1913.30
8134,3009.00,702.10,2511.10,1140.70,843.30,1411.40,440.00,1747.60
8135,2662.00,601.50,2269.30,1000.80,759.40,1249.60,410.60,1819.50
8136,2390.60,535.30,2035.30,959.90,640.60,1144.20,459.50,1705.80
8137,2283.60,567.20,1945.70,929.50,615.50,1101.60,447.90,1907.40
8138,2209.60,555.70,1906.30,892.10,593.00,1062.80,436.40,1860.40
8139,2196.10,569.60,1916.20,900.70,598.60,1071.90,448.40,1868.20
8140,2249.90,589.40,1952.00,921.80,605.60,1094.50,446.70,1906.70
8141,2454.10,661.30,2098.30,1028.00,644.30,1184.20,493.30,1752.90
8142,2879.10,995.60,2478.70,1213.30,807.60,1397.90,587.20,1730.70
8143,3228.40,1174.50,2785.10,1299.70,894.90,1527.70,637.70,1898.30
8144,3282.60,1188.10,2744.90,1292.20,928.00,1544.20,604.50,1919.30
8145,3329.90,1138.10,2807.90,1300.40,949.60,1510.80,563.80,1920.00
8146,3353.90,1100.40,2771.00,1301.80,957.20,1518.70,454.20,1928.20
8147,3345.10,1062.00,2813.30,1294.50,915.90,1519.50,436.50,1919.00
8148,3329.80,1216.90,2760.40,1296.20,899.70,1507.00,432.80,1901.70
8149,3326.80,1203.30,2812.80,1299.10,911.50,1531.70,430.50,1907.10
8150,3345.90,1179.70,2817.00,1296.60,910.10,1539.90,534.60,1927.00
8151,3379.90,1228.30,2842.30,1313.30,919.50,1622.30,571.10,1979.00
8152,3695.00,1368.00,2899.10,1447.80,1058.70,1816.10,656.00,2181.50
8153,3976.60,1425.10,2926.30,1542.50,1110.90,1948.90,713.30,2310.10
8154,3901.20,1414.00,2894.80,1557.20,1081.30,1948.80,718.70,2291.10
8155,3819.60,1375.10,2895.40,1543.40,1055.60,1926.70,709.70,2251.90
8156,3682.40,1300.00,2792.10,1471.10,1034.70,1859.10,629.20,2156.50
8157,3460.00,1164.40,2692.50,1367.10,971.20,1739.50,598.60,2024.20
8158,3143.90,984.10,2449.80,1172.20,860.60,1508.70,552.40,1853.90
8159,2806.80,836.90,2251.70,1029.50,758.50,1335.30,481.90,1646.60
8160,2662.00,777.00,2222.90,1000.30,757.90,1293.40,484.70,1846.00
8161,2564.90,800.50,2141.40,989.90,740.10,1255.50,513.70,2337.70
8162,2499.80,749.60,2092.20,949.90,693.00,1210.80,490.30,2544.10
8163,2485.90,774.70,2091.30,955.80,682.30,1200.70,492.40,2535.20
8164,2552.80,804.90,2160.60,1010.60,728.70,1262.60,502.60,2337.20
8165,2795.00,892.30,2309.70,1122.30,776.00,1355.40,518.30,2213.70
8166,3301.70,1173.20,2596.20,1298.30,899.80,1564.50,612.60,1936.20
8167,3576.50,1250.40,2926.00,1405.10,1009.60,1708.00,638.20,2094.00
8168,3564.30,1316.60,2923.20,1425.40,1021.10,1673.00,623.80,2066.40
8169,3506.60,1276.80,2878.70,1427.90,1020.80,1605.00,607.20,2036.80
8170,3490.80,1240.90,2858.60,1422.80,1013.80,1577.70,595.80,2002.10
8171,3426.70,1178.90,2799.50,1386.50,958.70,1528.60,576.10,1952.80
8172,3386.70,1182.40,2801.30,1389.00,968.60,1533.00,577.00,1956.20
8173,3359.00,1153.10,2782.70,1360.90,952.00,1520.20,582.40,1947.80
8174,3381.80,1162.70,2808.20,1374.30,957.00,1550.00,588.10,2208.60
8175,3422.70,1283.40,2866.00,1400.90,963.20,1642.50,594.40,2016.50
8176,3740.90,1350.10,3071.00,1508.40,1059.60,1876.30,670.60,2245.60
8177,4071.30,1418.90,3061.30,1597.00,1120.20,2016.40,737.80,2382.30
8178,4036.10,1394.50,3139.30,1583.50,1092.30,2005.30,708.80,2352.60
8179,3914.20,1433.00,3114.70,1562.20,1093.90,1958.40,687.90,2303.10
8180,3774.00,1292.80,3021.10,1488.40,1044.40,1905.30,635.90,2206.70
8181,3529.20,1135.70,2788.80,1367.00,980.70,1777.20,579.90,2078.70
8182,3205.70,955.80,2558.00,1211.40,874.30,1563.50,545.00,1898.60
8183,2878.00,817.70,2316.30,1057.10,796.70,1384.50,489.70,1970.60
8184,2703.10,857.60,2227.30,1028.60,757.40,1318.10,534.20,1894.70
8185,2606.50,840.40,2136.20,992.60,731.70,1268.50,441.20,2119.20
8186,2553.50,812.60,2099.30,980.20,724.70,1249.00,420.00,2097.30
8187,2545.20,836.30,2104.60,985.30,716.00,1239.60,458.70,2085.70
8188,2632.50,862.80,2154.50,1017.10,739.30,1283.50,429.50,2132.80
8189,2858.20,972.70,2311.30,1120.30,760.40,1359.80,527.70,1982.40
8190,3305.70,1244.00,2683.70,1302.90,908.60,1588.40,651.40,1962.40
8191,3594.00,1353.80,2947.40,1423.30,990.10,1711.80,704.80,2102.90
8192,3579.10,1348.80,2889.80,1440.80,982.80,1679.60,666.90,2057.40
8193,3602.30,1342.10,2884.70,1445.90,961.50,1616.60,647.10,2035.10
8194,3551.50,1337.40,2879.10,1438.30,967.70,1599.60,597.70,2032.00
8195,3525.20,1301.10,2855.40,1388.50,942.70,1584.50,588.30,1995.50
8196,3455.30,1251.60,2821.10,1367.10,928.60,1564.10,566.40,2229.00
8197,3437.60,1239.20,2860.50,1394.60,939.20,1584.00,517.80,2235.40
8198,3442.90,1237.10,2876.50,1382.60,916.00,1581.50,607.70,1985.80
8199,3485.50,1298.90,2921.40,1374.30,953.20,1680.80,601.20,2049.30
8200,3788.60,1454.80,3177.10,1513.10,1080.50,1885.00,704.10,2244.10
8201,4026.90,1496.30,3233.50,1600.40,1096.20,1992.40,746.90,2327.70
8202,3983.60,1447.30,3133.90,1587.40,1058.50,1971.10,725.80,2287.10
8203,3868.50,1405.90,3034.00,1534.30,1040.20,1932.40,687.00,2241.30
8204,3727.70,1330.50,2939.60,1490.70,1000.60,1859.60,696.00,2139.70
8205,3512.30,1181.80,2787.40,1386.80,957.00,1751.80,659.60,2044.60
8206,3230.80,966.40,2567.50,1203.90,875.60,1604.20,461.00,2154.60
8207,2907.80,879.70,2358.00,1058.10,797.40,1440.80,504.20,1978.10
8208,2753.30,848.80,2277.20,1000.40,695.20,1294.70,474.60,1880.90
8209,2617.40,820.10,2196.00,964.10,663.60,1236.30,458.90,2067.40
8210,2563.60,813.70,2162.40,940.20,696.20,1209.00,515.80,2324.80
8211,2561.20,796.50,2155.60,939.90,693.00,1197.10,443.70,2319.20
8212,2525.90,883.80,2103.40,970.10,700.00,1214.30,465.00,2325.00
8213,2620.30,1051.80,2176.60,1048.20,725.50,1267.20,519.30,2140.70
8214,2784.20,1293.80,2377.10,1116.70,767.50,1342.70,602.00,1674.60
8215,3033.70,1380.10,2622.30,1218.80,810.50,1439.50,640.70,1775.40
8216,3235.90,1405.40,2850.70,1304.50,866.50,1530.80,660.00,1856.70
8217,3417.20,1328.40,2865.40,1344.00,917.10,1602.70,622.30,1916.70
8218,3418.10,1265.00,2847.80,1367.90,935.40,1626.10,528.30,1977.80
8219,3503.70,1244.30,2962.50,1369.50,965.00,1655.00,517.00,2025.20
8220,3465.60,1227.00,2950.50,1354.40,960.50,1651.80,514.70,2025.20
8221,3310.10,1250.80,2890.70,1343.50,948.50,1652.70,596.20,1949.70
8222,3299.80,1238.90,2924.70,1335.40,939.30,1650.30,605.80,1943.40
8223,3350.10,1262.30,2954.10,1361.40,975.80,1703.60,631.80,2004.30
8224,3616.50,1412.30,3121.70,1492.40,1057.00,1849.50,718.90,2209.10
8225,3864.50,1508.80,3200.50,1568.40,1093.10,1933.50,753.60,2245.30
8226,3781.00,1441.00,3266.40,1521.90,1011.20,1874.00,718.60,2184.20
8227,3677.80,1474.00,3124.50,1452.30,985.30,1817.70,690.70,2131.50
8228,3505.70,1248.10,2890.80,1391.20,951.10,1750.50,661.80,2038.80
8229,3326.90,1111.40,2740.50,1298.40,909.50,1664.80,628.30,1949.10
8230,3110.40,962.90,2551.60,1187.50,840.90,1532.50,547.80,1832.50
8231,2840.30,825.80,2375.30,1034.00,769.00,1392.20,436.40,1679.90
8232,2634.40,951.00,2220.90,1029.00,714.00,1292.70,558.00,1560.90
8233,2509.00,917.30,2130.50,991.40,686.30,1228.50,516.30,2024.20
8234,2457.20,907.00,2100.60,970.70,674.50,1198.00,528.70,1996.10
8235,2426.30,880.60,2091.90,949.10,668.00,1190.90,504.80,1994.80
8236,2450.40,914.00,2115.20,954.40,675.40,1208.10,449.20,2009.00
8237,2551.30,977.50,2170.30,1001.20,698.50,1253.10,530.30,2069.90
8238,2707.20,1070.90,2246.60,1069.20,661.30,1318.70,491.20,1889.00
8239,2876.40,1097.80,2372.20,1162.00,670.80,1391.40,510.50,1711.50
8240,3029.80,1150.90,2461.80,1223.60,784.40,1478.30,619.00,1789.30
8241,3125.90,1230.30,2540.30,1295.30,814.00,1499.40,647.30,1841.60
8242,3179.10,1204.40,2576.30,1322.90,843.30,1527.40,625.70,1862.80
8243,3205.30,1233.30,2596.70,1361.10,782.50,1547.10,537.80,1875.80
8244,3175.30,1141.70,2608.20,1322.30,776.20,1545.80,522.80,1877.00
8245,3146.00,1074.40,2603.30,1310.20,777.10,1552.10,524.90,1869.30
8246,3138.20,1079.50,2611.40,1298.60,759.70,1548.20,544.70,1869.90
8247,3200.30,1155.80,2668.30,1334.50,851.10,1627.50,589.40,1930.30
8248,3543.10,1342.90,2974.40,1497.70,1041.30,1825.50,726.60,2158.90
8249,3885.20,1413.60,3195.00,1596.20,1122.90,1958.60,760.50,2295.50
8250,3815.50,1409.70,3102.40,1580.90,1044.80,1903.20,755.60,2219.40
8251,3804.60,1366.50,3012.10,1537.30,1068.10,1899.50,743.40,2233.40
8252,3668.60,1237.70,2884.80,1457.10,1066.70,1846.20,707.30,2167.30
8253,3458.30,1107.20,2758.40,1348.00,997.00,1722.00,581.60,2025.60
8254,3169.60,991.50,2580.60,1221.20,887.30,1565.50,531.30,1875.80
8255,2914.60,896.30,2402.40,1112.20,818.60,1423.50,515.10,1728.30
8256,2702.70,952.20,2259.80,1048.70,766.40,1316.50,546.70,2117.10
8257,2604.00,926.30,2191.90,1025.40,740.30,1271.80,532.90,2318.80
8258,2563.60,917.60,2163.80,1013.50,731.70,1253.90,522.30,2553.10
8259,2572.20,937.80,2184.30,1023.30,736.00,1256.70,523.70,2559.70
8260,2662.90,968.70,2258.30,1051.90,760.70,1300.70,542.90,2367.70
8261,2903.90,1036.60,2546.00,1123.60,805.30,1409.70,471.50,1957.60
8262,3411.30,1317.10,2909.20,1338.10,960.90,1624.50,618.40,1951.10
8263,3759.10,1398.80,3214.70,1459.00,1043.60,1759.60,695.70,2134.60
8264,3722.30,1436.80,3226.90,1441.90,1031.20,1726.00,690.30,2095.80
8265,3706.30,1378.50,3241.50,1415.90,995.40,1692.60,619.50,2091.00
8266,3651.90,1399.10,3126.70,1423.50,1006.50,1683.60,540.90,2076.70
8267,3629.00,1357.40,3128.10,1411.30,1015.30,1688.30,539.30,2070.60
8268,3569.10,1337.60,3101.80,1390.60,994.80,1654.40,512.60,2059.10
8269,3525.60,1330.50,3116.60,1398.70,992.50,1664.50,516.70,2058.00
8270,3501.10,1335.70,3084.60,1389.70,965.30,1660.40,530.90,2047.70
8271,3566.30,1353.20,3190.40,1457.00,923.10,1756.50,603.80,2134.40
8272,3877.30,1496.70,3396.00,1574.50,1154.80,1959.90,740.10,2317.70
8273,4220.90,1570.90,3567.20,1669.30,1234.20,2138.30,776.10,2481.30
8274,4199.10,1564.50,3429.80,1695.30,1173.30,2101.10,788.20,2439.60
8275,4034.50,1534.40,3372.20,1650.50,1127.00,2050.70,770.40,2365.90
8276,3887.20,1369.00,3235.60,1554.00,1006.60,1994.30,604.20,2283.00
8277,3643.70,1268.40,3041.40,1427.40,1019.10,1845.50,616.90,2156.60
8278,3313.10,1128.30,2691.30,1289.50,921.80,1656.00,613.50,1972.60
8279,2986.20,955.30,2451.90,1146.50,791.40,1462.10,499.60,2007.10
8280,2672.10,977.40,2250.90,1041.10,710.50,1271.30,565.90,2175.80
8281,2542.70,950.00,2194.20,999.60,682.90,1220.10,549.20,2650.10
8282,2526.30,917.40,2161.90,986.50,670.40,1198.80,535.10,2636.90
8283,2488.80,912.20,2161.40,989.80,668.40,1192.20,532.70,2627.40
8284,2539.70,890.70,2215.30,1015.90,682.10,1224.80,538.90,2389.60
8285,2834.20,945.30,2354.90,1103.40,740.40,1339.80,555.20,1988.90
8286,3354.90,1278.50,2823.20,1329.70,946.60,1615.30,691.10,1963.90
8287,3717.30,1407.80,3053.80,1434.70,1024.40,1730.90,732.70,2154.30
8288,3705.60,1378.20,3058.40,1452.80,1018.80,1718.10,725.50,2148.70
8289,3699.00,1426.30,3064.00,1452.40,1007.30,1679.90,696.40,2120.10
8290,3723.80,1284.30,3101.90,1453.70,1035.60,1694.20,681.30,2152.00
8291,3696.50,1284.20,3055.00,1442.30,1022.20,1676.50,668.90,2131.60
8292,3660.90,1268.40,3050.40,1428.40,1020.20,1672.30,673.40,2124.40
8293,3587.90,1241.60,3025.70,1419.20,1023.60,1677.80,666.30,2357.80
8294,3603.80,1315.60,2939.20,1427.40,1013.20,1673.60,691.20,2354.90
8295,3669.40,1382.20,3100.80,1442.60,1028.90,1714.80,693.20,2138.20
8296,3950.60,1280.10,3298.10,1545.70,1105.10,1928.50,753.40,2275.20
8297,4223.20,1333.20,3368.50,1620.40,1123.00,2023.50,772.70,2357.40
8298,4222.60,1367.10,3365.70,1604.10,1112.40,1994.00,763.60,2348.90
8299,4047.30,1233.40,3303.20,1553.80,1078.50,1952.30,740.90,2323.50
8300,3844.70,1124.20,3063.70,1470.60,1031.00,1861.30,715.70,2193.10
8301,3597.80,1005.60,2839.90,1351.50,960.40,1728.60,661.70,2076.80
8302,3275.10,722.30,2580.00,1172.10,817.30,1562.90,523.30,2163.90
8303,2930.70,590.20,2352.60,1056.40,737.90,1403.90,552.10,1981.30
8304,2803.10,949.10,2297.50,1026.90,720.10,1285.30,570.70,2637.10
8305,2651.40,933.30,2151.10,989.50,695.70,1248.60,560.70,3125.20
8306,2594.30,907.40,2165.00,993.30,685.90,1234.80,549.90,3107.90
8307,2601.80,913.60,2165.20,991.50,678.80,1231.50,536.50,3104.50
8308,2754.80,968.80,2249.60,1009.10,711.30,1288.80,551.70,2860.20
8309,2939.30,1067.30,2444.00,1123.90,759.20,1399.80,584.00,2265.30
8310,3397.30,1315.70,2808.30,1318.10,934.50,1610.70,688.40,2256.70
8311,3721.70,1422.40,3040.20,1447.90,1006.90,1730.90,751.90,2131.80
8312,3779.30,1402.10,3074.80,1396.90,1020.70,1730.10,665.20,2132.40
8313,3790.50,1319.40,3129.40,1427.30,1016.20,1728.40,658.80,2208.20
8314,3791.10,1231.80,3120.10,1448.20,1004.60,1706.00,639.70,2141.00
8315,3768.80,1217.10,3122.10,1452.20,996.10,1710.40,629.80,2192.80
8316,3751.60,1104.50,3131.90,1455.00,1004.60,1705.20,648.20,2209.80
8317,3705.50,1124.80,3127.60,1451.20,1008.50,1740.10,654.20,2211.70
8318,3709.10,1079.50,3146.00,1442.60,1008.00,1748.80,657.20,2209.20
8319,3779.50,1138.40,3302.00,1466.10,1040.90,1789.60,688.30,2265.40
8320,4213.60,1245.30,3430.60,1622.70,1188.60,2041.30,762.70,2376.80
8321,4507.80,1306.10,3542.70,1724.10,1271.50,2173.90,806.50,2502.90
8322,4482.60,1298.90,3463.10,1715.70,1231.90,2142.10,799.70,2498.20
8323,4379.10,1225.20,3355.80,1656.10,1187.30,2107.90,781.90,2438.40
8324,4230.80,1151.20,3351.70,1576.10,1153.40,2036.80,754.10,2333.60
8325,3912.90,1011.90,3038.50,1464.60,1074.50,1889.80,709.60,2211.60
8326,3568.60,846.30,2803.70,1317.20,960.00,1709.00,615.50,2029.30
8327,3249.80,737.30,2581.30,1186.80,865.10,1525.20,581.80,2104.00
8328,2978.20,857.40,2418.50,1139.80,856.10,1405.80,588.80,2253.70
8329,2876.00,855.60,2346.90,1110.40,838.20,1364.80,567.00,2460.40
8330,2806.70,853.70,2340.70,1108.30,814.70,1344.40,562.30,2439.00
8331,2803.70,840.30,2326.10,1105.10,803.60,1334.60,577.80,2441.90
8332,2855.90,847.20,2357.10,1131.30,797.80,1356.40,588.10,2473.70
8333,3110.40,1024.50,2537.70,1265.00,868.30,1489.40,654.40,1825.80
8334,3543.20,1252.60,2959.70,1427.00,984.10,1679.90,735.40,2055.90
8335,3898.70,1361.20,3224.10,1521.20,1068.10,1783.00,760.70,2235.30
8336,3937.00,1363.80,3216.30,1514.50,1068.50,1784.70,733.40,2182.60
8337,3904.90,1377.40,3189.90,1509.60,1061.00,1758.40,701.30,2242.60
8338,3867.30,1398.80,3163.00,1513.60,1063.00,1757.60,678.40,2249.80
8339,3837.40,1370.80,3135.50,1476.30,1053.00,1705.40,639.70,2227.60
8340,3762.20,1282.60,3089.30,1445.80,988.60,1690.60,603.50,2248.30
8341,3741.10,1266.80,3104.90,1453.40,1004.20,1704.70,637.70,2219.70
8342,3729.40,1261.70,3096.00,1440.10,1002.60,1711.40,634.90,2220.50
8343,3829.30,1299.40,3258.10,1479.90,1037.40,1802.70,686.20,2293.60
8344,4209.60,1431.40,3440.60,1606.60,1176.30,1982.30,759.50,2386.40
8345,4520.70,1485.80,3587.70,1720.60,1232.70,2132.40,813.20,2541.40
8346,4524.70,1442.80,3483.70,1737.70,1194.40,2131.80,824.50,2496.00
8347,4446.90,1403.40,3388.00,1700.10,1177.60,2102.60,816.80,2453.60
8348,4318.40,1343.50,3298.50,1618.30,1178.90,2035.50,764.40,2349.30
8349,4008.20,1165.20,3099.60,1492.80,1106.80,1915.10,737.30,2322.60
8350,3701.30,1128.70,2864.80,1353.80,1007.10,1738.00,665.90,2152.00
8351,3367.80,797.60,2626.80,1210.30,925.60,1559.20,541.60,2154.10
8352,3100.00,924.70,2636.80,1157.10,865.40,1526.40,602.50,2415.30
8353,3006.80,924.00,2585.80,1103.60,859.80,1466.80,615.00,2636.60
8354,2970.10,877.40,2566.70,1093.80,806.90,1444.50,589.40,2600.40
8355,2939.80,876.90,2575.60,1083.00,808.00,1445.90,588.80,2621.60
8356,3033.80,900.00,2647.80,1115.10,845.80,1499.30,591.50,2387.50
8357,3245.00,938.40,2818.90,1210.00,932.00,1606.90,674.20,2120.50
8358,3747.70,1159.30,3127.10,1389.90,1131.60,1811.70,765.00,2375.00
8359,4011.30,1272.40,3345.00,1499.40,1094.80,1913.20,741.30,2402.70
8360,4047.20,1317.30,3347.30,1530.50,1123.90,1905.50,729.80,2332.20
8361,4039.10,1270.30,3299.10,1551.10,1164.20,1871.80,709.70,2322.00
8362,4018.50,1307.50,3305.50,1501.90,1103.80,1835.80,693.50,2301.00
8363,3968.20,1238.10,3297.50,1463.90,1093.50,1793.30,684.90,2276.50
8364,3876.50,1243.00,3186.40,1418.80,1059.10,1758.90,673.00,2217.40
8365,3841.00,1232.20,3225.60,1415.90,1019.00,1763.90,614.70,2212.10
8366,3829.00,1210.00,3221.70,1428.90,1004.50,1754.40,618.90,2189.90
8367,3864.90,1269.50,3272.10,1449.30,1035.20,1809.90,623.00,2243.10
8368,4243.80,1534.30,3455.70,1609.10,1179.90,1995.60,783.20,2390.30
8369,4478.40,1562.70,3550.90,1700.60,1201.20,2105.50,809.30,2479.00
8370,4395.60,1468.30,3400.70,1610.00,1082.90,2056.00,754.40,2457.60
8371,4276.50,1452.30,3284.50,1594.40,1107.80,2029.10,756.10,2392.80
8372,4066.60,1348.60,3144.70,1489.10,1033.30,1925.60,712.10,2266.00
8373,3835.40,1148.80,3008.60,1395.10,1004.20,1838.30,575.30,2179.80
8374,3558.10,988.20,2800.50,1233.40,910.50,1686.40,581.00,2035.70
8375,3245.10,952.20,2588.30,1106.30,838.10,1519.60,532.90,1831.80
8376,3016.40,841.80,2492.80,1040.70,808.80,1426.80,593.30,1760.40
8377,2895.90,824.10,2405.80,1011.30,793.50,1383.90,590.70,1965.10
8378,2844.50,795.90,2384.20,1003.20,795.70,1371.00,591.90,2200.00
8379,2808.80,777.20,2362.70,990.00,782.10,1350.80,571.60,2181.30
8380,2848.50,791.10,2388.10,1003.90,785.50,1365.50,576.30,2203.70
8381,2959.20,915.40,2463.70,1073.00,817.10,1423.00,605.90,2055.10
8382,3122.50,1101.50,2597.20,1161.00,862.20,1503.20,644.40,1885.70
8383,3310.70,1097.90,2710.10,1241.90,914.10,1595.00,672.00,1964.10
8384,3430.40,1157.00,2831.10,1320.70,936.20,1641.40,700.30,2047.50
8385,3549.90,1102.10,2982.50,1362.00,973.40,1673.50,694.80,2092.00
8386,3574.80,1121.50,3055.70,1306.30,990.70,1678.00,688.40,2045.80
8387,3559.60,1086.20,3075.10,1294.00,989.10,1669.20,664.10,2035.00
8388,3500.90,1145.60,2838.10,1311.00,959.50,1638.00,640.20,2006.90
8389,3462.90,1120.80,2815.10,1310.90,934.90,1652.20,638.20,2012.30
8390,3437.90,1110.80,2845.90,1279.30,926.20,1652.80,651.60,2008.00
8391,3511.80,1131.20,2902.30,1316.50,947.90,1706.60,680.20,2058.50
8392,3795.80,1265.70,3115.50,1499.40,1101.30,1889.10,735.50,2219.00
8393,4031.50,1378.20,3194.80,1619.00,1170.40,2027.20,792.50,2350.30
8394,3953.20,1330.70,3182.30,1562.80,1074.10,1976.90,773.40,2303.20
8395,3862.50,1270.10,3088.20,1502.30,1076.40,1932.00,757.90,2251.60
8396,3818.50,1047.60,3009.20,1450.40,1063.60,1899.10,727.80,2186.20
8397,3637.10,912.40,2917.80,1312.10,1022.10,1819.40,680.90,2099.90
8398,3407.60,768.40,2734.20,1219.30,953.50,1690.20,635.80,1983.10
8399,3153.20,738.20,2545.20,1139.90,875.20,1542.70,628.30,2082.90
8400,3006.60,888.30,2505.90,1079.50,842.30,1457.20,589.70,1987.70
8401,2877.10,882.30,2428.30,1035.70,818.50,1398.20,579.90,2180.60
8402,2823.20,857.20,2397.10,1019.00,804.80,1371.80,570.40,2407.20
8403,2806.00,863.50,2392.20,1026.30,798.80,1368.60,566.40,2407.10
8404,2831.10,877.10,2415.80,1034.40,805.00,1380.20,563.90,2422.40
8405,2931.50,862.70,2482.10,1082.70,833.40,1426.40,590.50,2228.30
8406,3099.60,1086.20,2603.40,1164.70,882.20,1502.20,631.00,1848.50
8407,3213.90,1165.40,2711.20,1261.60,910.60,1574.00,665.50,1922.30
8408,3338.90,1233.80,2801.20,1341.80,933.40,1618.20,675.70,2001.20
8409,3422.20,1273.10,2825.80,1386.80,963.30,1648.90,658.90,2039.10
8410,3454.00,1280.60,2825.30,1389.30,984.60,1664.90,633.00,2033.60
8411,3455.20,1254.50,2814.60,1392.50,984.20,1662.60,607.00,2027.30
8412,3382.30,1125.60,2776.20,1380.00,962.40,1662.60,586.50,2025.50
8413,3329.90,1110.40,2764.70,1368.00,951.80,1663.30,585.80,2021.60
8414,3330.50,1143.80,2803.60,1361.30,946.90,1672.20,615.80,2037.70
8415,3394.70,1257.60,2833.70,1379.40,979.70,1732.10,666.00,2089.00
8416,3744.50,1433.10,3154.50,1555.70,1103.80,1920.10,736.70,2244.80
8417,4091.40,1535.40,3275.10,1669.70,1141.40,2073.60,779.70,2370.30
8418,4045.90,1443.70,3220.40,1608.10,1116.40,2047.10,754.60,2360.80
8419,3882.10,1407.20,3228.10,1565.50,1083.90,1980.20,758.90,2289.40
8420,3775.30,1349.70,3171.00,1504.50,1062.20,1928.10,739.60,2186.60
8421,3593.80,1075.70,2970.40,1379.20,975.30,1818.20,668.40,2073.70
8422,3322.80,924.90,2710.50,1228.20,892.60,1673.30,607.10,1923.70
8423,3052.00,919.90,2526.60,1130.40,847.30,1521.20,591.20,1754.40
8424,2864.70,916.90,2476.10,1085.10,792.30,1396.40,498.50,1917.00
8425,2752.10,891.10,2386.40,1046.30,754.50,1347.00,475.20,2375.00
8426,2697.20,883.50,2360.40,1042.20,758.90,1321.40,470.20,2331.80
8427,2692.40,900.40,2361.50,1052.10,755.40,1324.30,470.40,2335.10
8428,2776.00,960.10,2446.20,1082.80,776.70,1359.50,496.60,2376.00
8429,3022.80,1080.80,2628.80,1183.80,804.30,1471.80,543.40,1995.50
8430,3513.50,1289.40,2957.80,1369.60,984.80,1673.60,698.60,2026.00
8431,3810.70,1450.40,3221.40,1487.20,1058.00,1806.00,743.30,2200.00
8432,3901.90,1391.50,3270.60,1509.90,1086.80,1803.30,726.50,2229.30
8433,3921.60,1414.40,3271.50,1522.20,1106.10,1787.50,691.30,2239.20
8434,3920.30,1389.30,3279.40,1533.10,1133.80,1792.60,670.30,2256.60
8435,3903.70,1454.40,3261.70,1520.50,1094.90,1769.60,651.80,2230.60
8436,3799.80,1457.50,3211.50,1516.80,1064.70,1761.50,646.20,2217.00
8437,3737.40,1481.20,3214.90,1507.40,1026.30,1747.60,656.00,2169.70
8438,3674.80,1429.20,3193.20,1486.80,997.00,1739.30,669.00,2161.00
8439,3721.10,1526.10,3243.70,1518.10,1018.90,1786.20,700.90,2193.80
8440,4025.30,1593.50,3409.20,1632.00,1127.60,1971.20,749.90,2353.80
8441,4339.60,1681.00,3519.60,1756.90,1225.20,2109.50,804.90,2475.30
8442,4252.40,1657.80,3472.50,1703.00,1166.00,2087.10,760.00,2400.70
8443,4151.40,1526.70,3408.30,1644.70,1122.40,2053.00,704.20,2312.70
8444,3879.20,1441.60,3207.30,1537.70,1049.40,1947.50,662.70,2194.60
8445,3663.80,1155.80,3040.40,1401.30,969.90,1799.50,606.10,2059.70
8446,3318.10,989.90,2693.80,1199.80,870.80,1611.10,538.00,1876.00
8447,2971.10,870.90,2430.30,1062.80,827.10,1465.30,511.60,1927.70
8448,2745.40,926.00,2397.30,1063.00,798.60,1336.30,576.40,2116.90
8449,2632.90,999.70,2292.30,1020.10,768.80,1283.00,563.50,2350.50
8450,2574.70,977.40,2252.00,1009.80,754.00,1256.90,542.50,2574.00
8451,2565.50,987.20,2248.50,1014.10,758.00,1260.00,541.50,2569.70
8452,2638.30,994.00,2315.40,1051.80,772.70,1298.50,552.30,2359.50
8453,2868.00,1142.20,2507.60,1158.00,826.90,1413.30,603.00,1961.00
8454,3309.90,1329.30,2858.50,1322.70,965.00,1619.10,678.00,1993.50
8455,3601.80,1447.00,2981.00,1428.90,1055.40,1750.10,720.10,2162.70
8456,3619.80,1457.60,2973.90,1416.40,1019.40,1724.70,719.00,2106.20
8457,3653.90,1423.50,2968.40,1409.10,1024.50,1718.10,693.80,2093.00
8458,3661.30,1414.80,2967.20,1426.70,1030.60,1696.40,677.80,2091.00
8459,3633.60,1397.80,2990.10,1403.70,1035.70,1690.60,638.00,2082.60
